35.03,35.03,36.80,41.52,40.63
33.26,33.26,33.32,36.18,34.38
32.11,32.11,41.35,36.32,33.39
33.67,33.67,39.35,35.75,30.43
44.55,44.55,43.40,33.39,28.99
51.30,51.30,44.39,29.34,28.30
53.60,53.60,41.64,31.65,27.79
53.63,53.63,39.00,35.05,27.98
54.42,54.42,35.99,33.80,25.56
58.32,58.32,33.89,45.64,26.22
78.85,78.85,27.02,53.66,28.02
79.57,79.57,19.97,44.56,25.75
79.43,79.43,16.81,43.69,30.48
79.83,79.83,14.28,33.37,31.94
79.49,79.49,12.74,36.86,28.29
77.82,77.82,16.04,42.74,30.50
79.06,79.06,16.66,50.88,35.34
76.21,76.21,17.12,45.50,35.00
71.49,71.49,13.41,55.93,33.49
76.72,76.72,17.25,55.78,35.04
77.43,77.43,19.41,54.46,37.51
78.28,78.28,20.54,51.18,37.83
77.82,77.82,20.55,51.59,34.23
77.08,77.08,19.03,47.34,30.43
77.14,77.14,19.87,49.98,33.26
74.81,74.81,22.85,48.40,42.10
76.41,76.41,24.74,40.92,44.55
76.92,76.92,25.73,48.42,44.45
76.30,76.30,28.17,46.20,42.08
76.87,76.87,27.72,41.03,40.29
76.66,76.66,27.46,38.03,38.64
75.40,75.40,31.09,48.16,39.80
70.75,70.75,32.17,52.51,41.05
65.97,65.97,27.92,46.52,34.68
58.29,58.29,27.42,41.25,34.57
51.30,51.30,26.97,37.85,29.95
37.26,37.26,22.54,35.40,18.87
26.74,26.74,22.33,32.17,16.50
13.11,13.11,17.99,28.44,14.32
18.06,18.06,21.77,25.10,12.09
23.27,23.27,25.36,25.52,14.40
21.87,21.87,28.12,20.76,11.10
16.65,16.65,17.63,11.47,9.88
24.74,24.74,27.26,17.15,13.82
24.54,24.54,31.59,20.95,15.21
18.01,18.01,28.04,17.88,14.95
11.40,11.40,30.12,6.56,12.05
21.20,21.20,35.09,13.52,17.85
18.13,18.13,34.34,16.69,21.77
14.89,14.89,39.17,17.39,24.70
14.64,14.64,29.25,11.26,18.44
7.78,7.78,28.80,9.63,14.73
20.96,20.96,34.10,9.50,20.55
15.24,15.24,31.66,8.71,21.14
23.77,23.77,35.84,9.94,24.40
45.31,45.31,35.09,18.54,27.26
64.51,64.51,35.38,22.14,25.48
66.01,66.01,35.96,31.50,24.69
67.72,67.72,31.76,40.67,23.99
66.82,66.82,23.42,43.34,33.86
75.53,75.53,18.26,47.43,42.95
80.60,80.60,13.51,41.94,39.45
79.74,79.74,14.31,36.17,35.07
79.10,79.10,12.75,39.81,39.54
79.39,79.39,13.39,43.45,42.15
75.02,75.02,10.79,55.41,39.37
48.65,48.65,8.06,51.72,32.96
38.65,38.65,11.16,32.96,20.71
26.79,26.79,14.13,31.04,21.54
27.43,27.43,22.61,28.66,22.84
53.02,53.02,22.48,31.64,33.13
59.11,59.11,22.35,38.60,29.51
61.15,61.15,17.41,40.38,27.06
71.61,71.61,11.07,52.03,30.83
80.35,80.35,10.79,48.51,33.77
78.32,78.32,13.44,45.42,34.97
78.11,78.11,15.42,38.44,33.11
79.64,79.64,14.71,41.63,35.74
78.38,78.38,15.38,45.95,39.33
78.84,78.84,17.08,49.24,42.46
76.48,76.48,16.54,50.76,44.24
77.89,77.89,17.78,52.27,44.22
76.80,76.80,17.70,50.60,42.94
76.37,76.37,17.70,51.69,42.47
75.51,75.51,16.43,48.43,41.25
77.05,77.05,19.55,51.32,42.87
74.86,74.86,22.33,46.94,48.82
75.33,75.33,23.26,42.59,52.87
76.93,76.93,25.15,40.07,54.73
74.03,74.03,24.89,41.29,58.61
75.44,75.44,26.10,45.87,61.84
76.73,76.73,26.97,44.32,61.11
75.18,75.18,26.98,39.12,57.86
73.61,73.61,30.80,48.54,53.50
70.02,70.02,33.31,45.78,49.35
64.12,64.12,32.38,39.94,42.97
57.41,57.41,31.38,41.37,38.92
51.33,51.33,28.15,30.85,32.65
36.58,36.58,22.31,32.50,28.64
32.95,32.95,27.18,26.32,19.73
32.18,32.18,28.58,25.17,17.06
31.58,31.58,33.60,19.13,13.17
13.92,13.92,30.17,17.15,10.11
17.13,17.13,30.31,14.00,10.72
28.20,28.20,33.22,13.35,13.49
28.29,28.29,28.95,17.39,13.22
20.56,20.56,26.55,11.32,10.48
6.19,6.19,23.73,12.86,12.88
13.19,13.19,29.20,11.31,13.34
22.70,22.70,26.52,14.22,15.67
15.72,15.72,29.68,12.78,11.53
19.16,19.16,29.66,12.55,9.63
13.33,13.33,21.96,11.12,11.62
11.28,11.28,25.80,15.64,10.55
19.22,19.22,27.45,10.48,11.39
19.23,19.23,24.88,16.87,16.38
32.18,32.18,26.81,28.84,20.38
50.60,50.60,33.20,39.60,32.38
69.07,69.07,37.02,43.08,36.04
73.46,73.46,31.04,42.45,39.35
77.48,77.48,28.26,41.87,46.99
78.34,78.34,23.06,41.65,43.28
79.28,79.28,21.68,43.19,36.87
80.24,80.24,18.80,34.72,36.42
81.33,81.33,19.16,37.86,30.37
81.35,81.35,18.58,39.38,30.52
80.85,80.85,16.48,37.49,28.04
80.51,80.51,17.92,40.62,30.88
80.30,80.30,22.42,36.90,30.25
80.62,80.62,29.40,42.14,30.05
79.09,79.09,26.63,44.56,31.34
79.79,79.79,25.42,49.47,39.67
79.67,79.67,24.58,47.60,41.76
77.44,77.44,21.21,41.42,37.98
76.59,76.59,20.14,52.31,30.68
46.75,46.75,25.56,48.31,28.70
39.22,39.22,24.72,36.74,26.80
39.53,39.53,29.03,31.87,24.72
60.00,60.00,37.32,31.01,32.60
56.00,56.00,28.67,34.00,27.12
56.32,56.32,25.62,41.40,26.34
79.84,79.84,14.11,44.80,32.40
79.73,79.73,15.62,43.18,33.51
80.43,80.43,18.09,44.51,38.91
80.20,80.20,18.46,33.10,38.77
80.45,80.45,19.70,47.40,44.28
80.06,80.06,20.13,48.97,51.52
79.79,79.79,15.94,51.59,45.14
73.89,73.89,14.54,49.66,37.03
72.49,72.49,14.98,47.28,35.84
80.20,80.20,20.72,51.36,34.35
81.21,81.21,20.68,40.56,37.62
81.19,81.19,20.19,43.73,39.31
80.90,80.90,22.53,45.71,47.66
80.51,80.51,21.44,47.39,46.54
78.36,78.36,22.20,52.56,46.03
65.77,65.77,12.21,49.14,34.29
40.78,40.78,8.21,43.64,27.58
41.61,41.61,13.09,30.48,22.57
44.39,44.39,31.25,23.33,31.74
35.48,35.48,25.38,28.89,21.60
39.77,39.77,28.80,15.07,16.87
44.35,44.35,22.14,20.33,24.71
66.11,66.11,25.79,32.90,31.71
63.01,63.01,20.43,45.45,32.71
66.81,66.81,16.23,54.04,36.15
76.20,76.20,12.31,58.27,43.29
77.71,77.71,13.45,51.21,39.31
78.50,78.50,16.45,45.81,40.18
78.05,78.05,18.44,46.86,40.41
78.29,78.29,18.48,54.87,45.20
78.30,78.30,18.92,55.60,44.02
79.44,79.44,18.34,49.16,42.61
77.89,77.89,20.49,48.72,35.62
77.53,77.53,27.70,51.09,36.88
74.69,74.69,35.59,47.16,39.37
75.85,75.85,40.77,43.86,41.07
72.83,72.83,43.84,41.81,40.22
71.17,71.17,44.63,45.59,41.46
72.92,72.92,44.24,41.21,40.24
70.24,70.24,44.68,45.33,40.59
69.53,69.53,41.51,51.85,39.86
66.86,66.86,37.73,42.39,37.20
59.97,59.97,33.28,42.23,35.80
53.12,53.12,31.88,39.95,31.33
45.30,45.30,28.29,36.26,25.86
39.92,39.92,27.32,33.18,19.37
28.56,28.56,24.13,31.48,14.24
18.95,18.95,23.51,22.21,14.19
13.03,13.03,24.90,19.81,14.59
14.33,14.33,25.02,21.41,15.28
12.41,12.41,24.12,24.18,17.79
15.16,15.16,25.29,19.18,17.90
19.42,19.42,33.04,18.84,15.32
18.77,18.77,27.82,18.61,16.32
13.96,13.96,26.52,17.96,21.44
11.12,11.12,31.02,20.70,20.64
9.77,9.77,31.90,15.33,23.59
15.51,15.51,30.60,17.97,22.73
8.78,8.78,32.50,14.94,20.62
8.82,8.82,26.76,10.73,20.02
8.32,8.32,28.20,13.77,22.94
15.69,15.69,28.18,13.51,25.11
10.70,10.70,26.86,11.48,21.68
17.98,17.98,26.96,12.86,16.49
15.48,15.48,31.54,15.89,25.38
14.32,14.32,25.61,18.01,24.41
11.83,11.83,28.08,35.96,37.61
8.12,8.12,37.69,44.70,45.14
29.63,29.63,45.00,62.12,66.04
43.34,43.34,44.68,56.84,57.89
50.57,50.57,41.74,59.49,57.11
55.37,55.37,41.40,58.51,53.00
